SPEAKER_04 | 0:1:24.136 --> 0:1:24.305 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 0:12:59.32 --> 0:13:13.966 |  Дуже приємно. А що вас панство запровадило в нашу Галілею? Власник і директор цієї оселі Іван Синиця. Дуже приємно. А що вас панство запровадило в нашу Галілею? Власник і директор цієї оселі Іван Синиця. Дуже приємно. А що вас панство запровадило в нашу Галілею? Власник і директор цієї оселі Іван Синиця. Дуже приємно. А що вас панство запровадило в нашу Галілею?
SPEAKER_22 | 0:13:13.966 --> 0:13:20.24 |  Забажали відвідати старий край, близьких друзів, рідне село. А ви з котрого села, як можна?
SPEAKER_19 | 0:13:20.24 --> 0:13:20.480 |  Дякую за перегляд!
SPEAKER_22 | 0:13:20.480 --> 0:13:20.817 |  Дякую.
SPEAKER_19 | 0:13:20.817 --> 0:13:32.900 |  З Балинець, Коломийського повіту. З Балинець? Я також з Балинець. Чекайте, Деделюк. Були в нашому селі брати Деделюки. Ні, не Майк, а Михайло і Микола.
SPEAKER_22 | 0:13:32.900 --> 0:13:37.928 |  По-старокраєвому, Михайло, ну що, не пізнаєш?
SPEAKER_19 | 0:13:40.190 --> 0:13:42.147 |  Тепер пізнаю, але ж ви змінились.
SPEAKER_22 | 0:13:42.147 --> 0:13:49.572 |  Ти теж змінився, Івашо, але я тебе відразу впізнав. Пам'ятаєш, як я тобі вилетав шкіру за те, що дулік розмався?
SPEAKER_19 | 0:13:49.83 --> 0:13:52.154 |  Я до смерті не забуду такий гарний сад.
SPEAKER_14 | 0:13:51.158 --> 0:13:58.178 |  Ви собі, панно, вивалакайте та згадуйте стері добрі часи, а ми пішли перепочити та перекусити дещо після дороги.
SPEAKER_19 | 0:13:58.178 --> 0:14:10.615 |  Перепрошую, бачите, я такий схвильований. Що, панство, перекусити? Яєчня, яйця на твердо, на м'яко, солодке молоко, підсмитання, кава, кава з кожушком. Такої в Америці, напевно, немає.
SPEAKER_13 | 0:14:10.615 --> 0:14:15.239 |  Гаразд, давайте, що маєте. І прошу занести в наші кімнати.
SPEAKER_19 | 0:14:12.910 --> 0:14:12.944 |  Субтитрувальниця Оля Шор
SPEAKER_18 | 0:14:12.944 --> 0:14:12.961 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 0:14:12.961 --> 0:14:12.978 |  Субтитрувальниця Оля Шор
SPEAKER_26 | 0:14:12.978 --> 0:14:13.28 |  Субтитрувальниця Оля Шор
SPEAKER_18 | 0:14:13.28 --> 0:14:13.433 |  Дякую за перегляд!
SPEAKER_26 | 0:14:13.433 --> 0:14:13.450 |  Субтитрувальниця Оля Шор
SPEAKER_18 | 0:14:13.450 --> 0:14:13.467 |  Субтитрувальниця Оля Шор
SPEAKER_26 | 0:14:15.543 --> 0:14:17.28 |  Кімнати готові.
SPEAKER_28 | 0:14:17.28 --> 0:14:17.703 |  Пошу дуже.
SPEAKER_18 | 0:14:18.850 --> 0:14:21.145 |  Ну, то бувайте здорові, панство, я вже вам не потрібний.
SPEAKER_28 | 0:14:21.145 --> 0:14:22.850 |  Чи ви ж мусите йти зачекати ще?
SPEAKER_18 | 0:14:23.103 --> 0:14:24.655 |  Раді ми дамо супороти.
SPEAKER_28 | 0:14:24.588 --> 0:14:26.798 |  Але я б хотіла, щоб ви показали мені дещо цікаве.
SPEAKER_18 | 0:14:26.900 --> 0:14:27.845 |  Може, краще завтра?
SPEAKER_28 | 0:14:27.912 --> 0:14:33.717 |  Уже завтра ні, ще сьогодні. Мері, нагору. Зараз. Почекайте мене там біля нічого. Ходи, кажу.
SPEAKER_09 | 0:14:32.519 --> 0:14:34.544 |  Ходи, Кажула.
SPEAKER_18 | 0:14:34.544 --> 0:14:34.949 |  Наразі.
SPEAKER_09 | 0:14:34.949 --> 0:14:35.84 |  Субтитрувальниця Оля Шор
SPEAKER_28 | 0:14:36.113 --> 0:14:39.522 |  Мамо, не роби такого страшного обличчя, бо виглядаєш як здушено гірок.
SPEAKER_14 | 0:14:39.522 --> 0:14:39.708 |  Наступного року!
SPEAKER_28 | 0:14:39.708 --> 0:14:39.775 |  Субтитрувальниця Оля Шор
SPEAKER_14 | 0:14:39.775 --> 0:14:39.809 |  Субтитрувальниця Оля Шор
SPEAKER_28 | 0:14:39.809 --> 0:14:39.910 |  Субтитрувальниця Оля Шор
SPEAKER_14 | 0:14:39.910 --> 0:14:39.927 |  Субтитрувальниця Оля Шор
SPEAKER_28 | 0:14:39.927 --> 0:14:39.978 |  Субтитрувальниця Оля Шор
SPEAKER_14 | 0:14:39.978 --> 0:14:40.12 |  Субтитрувальниця Оля Шор
SPEAKER_28 | 0:14:40.12 --> 0:14:40.417 |  Субтитрувальниця Оля Шор
SPEAKER_14 | 0:14:40.417 --> 0:14:42.610 |  Тобі знову щось найнісіло.
SPEAKER_28 | 0:14:43.741 --> 0:14:44.990 |  Не на ніс, а на серце.
SPEAKER_41 | 0:14:49.276 --> 0:14:56.617 |  What's wrong, Yaro? Aren't you going with us? No, later. I'm gonna look around and still see what's here. Ну, добре, я піду.
SPEAKER_37 | 0:14:59.907 --> 0:15:0.464 |  Субтитрувальниця Оля Шор
SPEAKER_04 | 0:15:4.160 --> 0:15:4.177 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 0:15:6.961 --> 0:15:8.108 |  Подати в апартаменти.
SPEAKER_04 | 0:15:8.294 --> 0:15:9.188 |  Хе-хе.
SPEAKER_27 | 0:15:17.35 --> 0:15:23.26 |  Дякую за перегляд!
SPEAKER_25 | 0:16:17.937 --> 0:16:23.118 |  Йоу, Пікі-Пікі. Йоу, Пікі-Пікі.
SPEAKER_27 | 0:16:25.953 --> 0:16:33.445 |  Дякую за перегляд!
SPEAKER_26 | 0:16:33.445 --> 0:16:33.597 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:16:33.597 --> 0:16:33.867 |  Субтитрувальниця Оля Шор
SPEAKER_25 | 0:16:34.154 --> 0:16:34.171 |  Субтитрувальниця Оля Шор
SPEAKER_34 | 0:16:34.171 --> 0:16:35.116 |  Хто ти?
SPEAKER_26 | 0:16:36.44 --> 0:16:41.157 |  Who am I? Don't you know who I am? Everyone here knows me.
SPEAKER_25 | 0:16:41.714 --> 0:16:43.604 |  Странно, але кажи, хто ти?
SPEAKER_26 | 0:16:45.798 --> 0:16:46.726 |  Ай, мавка!
SPEAKER_25 | 0:16:48.667 --> 0:16:50.388 |  Вирочуваше. Тоді мавки.
SPEAKER_26 | 0:16:51.299 --> 0:16:52.25 |  Так, мій пане.
SPEAKER_25 | 0:16:52.312 --> 0:16:53.273 |  А де ж ти живеш?
SPEAKER_26 | 0:16:54.370 --> 0:17:10.148 |  Всюди, і в лісі, і на зрубі, часом на полонині, в колебі біля овечок. І тут з крильми. А ким ви, пане, будете?
SPEAKER_25 | 0:17:10.807 --> 0:17:13.338 |  А я приїхав з далекої сторони, з-за моря.
SPEAKER_26 | 0:17:13.473 --> 0:17:16.4 |  Божечки, аж за море? Та чого?
SPEAKER_25 | 0:17:16.173 --> 0:17:18.248 |  Я то чого. Подивіться на ваші гори.
SPEAKER_26 | 0:17:18.282 --> 0:17:19.362 |  Гарно тут, правда?
SPEAKER_25 | 0:17:19.649 --> 0:17:20.273 |  Соно.
SPEAKER_26 | 0:17:20.510 --> 0:17:24.526 |  Та хіба вас краще? Мені, здається, нема кращого окраїн, ніж наша Верховина.
SPEAKER_25 | 0:17:24.644 --> 0:17:27.817 |  А мене ці гори пригнічують, така тиша.
SPEAKER_26 | 0:17:28.19 --> 0:17:30.635 |  О, то ви ще не чули, як наші гори говорять?
SPEAKER_25 | 0:17:31.6 --> 0:17:32.272 |  які бажкареми вар'ять.
SPEAKER_26 | 0:17:32.423 --> 0:17:45.215 |  Так, але їх мови треба розуміти. Тепер вони мовчать. Мовчать би так треба, але тільки Борун, Подуги, Близка, Вкалини, Грів, Загоркочі, от тоді наші гори говорять. Тоді ви почуєте мову нашої гірки.
SPEAKER_25 | 0:17:45.350 --> 0:17:47.37 |  Я хотів би це все побачити.
SPEAKER_26 | 0:17:47.105 --> 0:17:53.720 |  Побудете тут довше, та й побачите. Але треба йти ген на чорну гору, де хат нема, бо тут ви сховаєтесь і нічого не побачите.
SPEAKER_25 | 0:17:53.720 --> 0:17:54.901 |  А я піду, але з тобою.
SPEAKER_26 | 0:17:54.867 --> 0:17:56.572 |  Для нас дуже не те, я скачу, як коза.
SPEAKER_25 | 0:17:56.926 --> 0:17:58.73 |  А я біжу як цапка.
SPEAKER_26 | 0:17:58.107 --> 0:18:0.757 |  Вам так здається. Побіжете, швидко задихайтесь.
SPEAKER_25 | 0:18:0.757 --> 0:18:1.752 |  А ти мене навчиш?
SPEAKER_26 | 0:18:2.461 --> 0:18:3.845 |  А ви будете мене слухати?
SPEAKER_25 | 0:18:4.13 --> 0:18:7.85 |  Добре, але нарешті скажи мені, як ти називаєшся?
SPEAKER_26 | 0:18:7.642 --> 0:18:8.30 |  Сеня!
SPEAKER_23 | 0:18:8.30 --> 0:18:8.435 |  Дякую!
SPEAKER_28 | 0:18:20.281 --> 0:18:24.230 |  А? Треба вам знати, що моя вдача є страшенно романтична.
SPEAKER_18 | 0:18:24.854 --> 0:18:26.980 |  Та романтики у нас тут доволі.
SPEAKER_28 | 0:18:27.554 --> 0:18:29.5 |  А ви є гуцул правдивий?
SPEAKER_18 | 0:18:29.680 --> 0:18:31.233 |  Правдивий панечка, правдивий.
SPEAKER_28 | 0:18:31.722 --> 0:18:33.292 |  А що ви робите? Чим займаєтесь?
SPEAKER_18 | 0:18:33.578 --> 0:18:37.882 |  Як вам мовити? Під час вакансії по суху добу наполонені.
SPEAKER_28 | 0:18:38.978 --> 0:18:41.172 |  То ви є ковбой? Гуцульський ковбой?
SPEAKER_18 | 0:18:41.813 --> 0:18:42.505 |  Нібито так.
SPEAKER_28 | 0:18:43.147 --> 0:18:46.302 |  Я зовсім не люблю ковбоїв. Колись навіть бріла заміж до ковбоя.
SPEAKER_18 | 0:18:46.387 --> 0:18:47.365 |  Правда, понечка?
SPEAKER_28 | 0:18:47.365 --> 0:18:50.825 |  Прошу, не називайте мене панечко, я є Мері, звичайна собі Мері, а ви…
SPEAKER_18 | 0:18:50.420 --> 0:18:52.715 |  Я Семен. Звичайний собі Семен.
SPEAKER_28 | 0:18:53.525 --> 0:18:57.305 |  До речі, я чула, що тут десь у горах живуть дикі ведмеді.
SPEAKER_18 | 0:18:57.895 --> 0:18:59.566 |  Трапляється, що повеликий Дебра.
SPEAKER_28 | 0:18:59.566 --> 0:19:2.992 |  Я страшенно хотіла би зустрітися з одним із них вічнавіч.
SPEAKER_18 | 0:19:3.447 --> 0:19:6.97 |  Не думаю, що наші ведмеді, як ваші американські хлопці...
SPEAKER_28 | 0:19:5.725 --> 0:19:8.797 |  Прошу, не чіпайте наших хлопців, у кожному разі вони кращі за тутишніх.
SPEAKER_18 | 0:19:9.758 --> 0:19:10.282 |  Чому це?
SPEAKER_28 | 0:19:11.125 --> 0:19:13.876 |  бо вони є, як то сказати, більш агресивні.
SPEAKER_18 | 0:19:14.838 --> 0:19:16.53 |  Ми теж агресивні.
SPEAKER_28 | 0:19:17.993 --> 0:19:21.65 |  Ще я чула, що тут є розбійники.
SPEAKER_18 | 0:19:21.689 --> 0:19:22.820 |  Стоїть, баретабая.
SPEAKER_28 | 0:19:23.748 --> 0:19:28.760 |  Ти є розбійником? Правдивий розбійник, що викрадає людей і пориває гарних жінок?
SPEAKER_18 | 0:19:28.912 --> 0:19:32.101 |  Я є розбійник, що викрадає і пориває.
SPEAKER_28 | 0:19:33.282 --> 0:19:34.987 |  А мене чому не пориваєш?
SPEAKER_18 | 0:19:35.442 --> 0:19:45.365 |  Бо зараз день, але вночі я прийду до тебе о півночі, викраду, посажу на коня і ген-ген самі горби.
SPEAKER_28 | 0:19:45.736 --> 0:19:47.272 |  Як це романтично.
SPEAKER_18 | 0:19:47.744 --> 0:19:52.992 |  Але нікому ані слова, бо все може пропасти, зрозуміло?
SPEAKER_33 | 0:20:15.115 --> 0:20:19.30 |  Мій брат Микола, з яким я разом поїхав до мене?
SPEAKER_22 | 0:20:19.30 --> 0:21:48.215 |  Дорбився там гарна майна. Жінка швидко померла. Лежив же сина Ярослава, якого ти бачив. Брат дуже страждав, що нього замало українського духу. Єдиний рятунок бачив тому, щоб син оженився зі свідомою українкою. Отож, минулого року брат помер. Я, Микола Деделюк, народжений в селі Баланець, Коломийському повітрі. Розпоряджую оцим, що після моєї смерті все моє майно, рухоме і нерухоме, залишив такий заповідь. Я, Микола Деделюк, народжений в селі Баланець, Коломийському повітрі. Розпоряджую оцим, що після моєї смерті все моє майно, рухоме і нерухоме, Вартості понад мільйон долярів переходить на власність мого сина Ярослава, але під умовою, що він поїде до Старого краю і там одружиться зі свідомою українкою. Перевести в діло цю справу перепоручаю моєму брату Михайлові Дедельюкові з тим, що за успішне переведення він одержив 100 тисяч долярів. Коли б, одначе, до року після моєї смерті мій син не виконав цієї умови, все майно переходить на мою далеку своячку Мері. Підпис, тата, нотар, печатка.
SPEAKER_04 | 0:21:48.687 --> 0:21:50.898 |  Мір'ю, Йоанн!
SPEAKER_27 | 0:21:50.898 --> 0:21:56.450 |  Пільйон! Пільйон! Пільйон!
SPEAKER_28 | 0:21:54.965 --> 0:21:55.32 |  Субтитрувальниця Оля Шор
SPEAKER_04 | 0:21:55.32 --> 0:21:56.483 |  Субтитрувальниця Оля Шор
SPEAKER_33 | 0:22:46.467 --> 0:22:59.377 |  Тут бізнес готовий пропасти. Чому? Проста річ. Від сьогодні менше як за тиждень мусить мій Небіш уженитися. Інакше реченець мене і моїх сто тисяч чорти візьмуть. Розумієш? Розумію.
SPEAKER_22 | 0:22:59.377 --> 0:22:59.393 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 0:22:59.630 --> 0:23:1.317 |  Але чому ти затягнув справу аж до цього часу?
SPEAKER_33 | 0:23:0.878 --> 0:23:0.895 |  Субтитрувальниця Оля Шор
SPEAKER_22 | 0:23:0.895 --> 0:23:9.839 |  Та я молочуся вже три місяці по тому старому краю. Ввожу його по всіх концертах, забавах, праздниках. Вельміну персимовця.
SPEAKER_19 | 0:23:8.270 --> 0:23:8.573 |  Увага на екран!
SPEAKER_22 | 0:23:10.548 --> 0:23:12.33 |  Не хоче? Ну, то ніхай йому.
SPEAKER_19 | 0:23:12.33 --> 0:23:18.142 |  Качка копні, як він такий дурний. Ти мусиш мені допомогти в цій справі. Добре, але скажи, що робити?
SPEAKER_33 | 0:23:28.250 --> 0:23:43.589 |  У Коломії казали мені, що десь там в горах живе дівчина прекрасної вроди. Зветься Гуцука Ксенія. Казали, як вона вам не сподобається, то можна повертатися назад додому. Ксенія? А ти знаєш, де вона?
SPEAKER_19 | 0:23:43.589 --> 0:23:43.690 |  Дякую за перегляд!
SPEAKER_33 | 0:23:43.690 --> 0:23:43.724 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 0:23:43.724 --> 0:23:44.635 |  як би тобі сказати.
SPEAKER_02 | 0:25:26.122 --> 0:25:43.756 |  А в долині річка склиця, по ній хвиля рвоча. Через неї кладка в'єця, воська і без поруша.
SPEAKER_08 | 0:25:44.735 --> 0:25:56.969 |  Лиш котрому з нас, лепітко, зможеш дозвіл дати Йти з тобою, щоб нам квітку люба ще взірвати
SPEAKER_27 | 0:25:59.348 --> 0:26:10.874 |  щоб на квітку люба ще взірла.
SPEAKER_39 | 0:26:9.457 --> 0:26:18.873 |  Потім боці на виваді забриніли рожі. А хто ж мені по цій кваці перейти поможе?
SPEAKER_27 | 0:26:20.476 --> 0:26:29.32 |  Субтитрувальниця Оля Шор
SPEAKER_07 | 0:26:29.32 --> 0:26:29.133 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:26:29.133 --> 0:26:29.977 |  Субтитрувальниця Оля Шор
SPEAKER_07 | 0:26:29.977 --> 0:26:53.973 |  О, ми на тім боці гуманіли легені гурточку. А ми тобі, дівчі біле, поможем місточком дівчат.
