SPEAKER_14 | 0:0:39.265 --> 0:1:8.290 |  За даними розвідки, сьогодні в півночі всі перезбираються використати Буратіно. Ви всі розумієте, що це кінець. Тут не залишиться нічого. Здавати аеропорт наказу не було. Але, якщо хтось вирішить його покинути, я зрозумію. Мажор.
SPEAKER_10 | 0:8:50.260 --> 0:8:59.137 |  Мажор. Той самий? Напевно, ні. Макс. О, Бог возьми.
SPEAKER_02 | 0:9:0.790 --> 0:9:3.170 |  Просто машенька слава. Скорочено, машця.
SPEAKER_17 | 0:9:3.220 --> 0:9:7.912 |  Та ладно тобі, не опрадувайся, тобі ж подобається.
SPEAKER_04 | 0:9:9.25 --> 0:9:15.134 |  – Ти хто? – Коля, позивний, просто Коля, приїхав за повісткою.
SPEAKER_20 | 0:9:15.877 --> 0:9:20.585 |  А як по повістці, то не людина. Це людина, а не солдат. То це не твоя група?
SPEAKER_04 | 0:9:21.108 --> 0:9:27.503 |  Та ні, ми повернулися, я ж сказав. Командир, я тільки вибачаюся, є 79-та десантна, іщу своїх. Він гід тебе проведе.
SPEAKER_18 | 0:9:27.740 --> 0:9:45.847 |  Так ось, тут у нас, як це кажеться, студія, коли всі разом кухня, параша, кровать. А воно там у нас ресторан. Три сепара. Це для мене не дуже смачно. Ось тут і рточка. Слухай, а ти де позиція десанту? Йдемо, покажу.
SPEAKER_04 | 0:9:45.847 --> 0:9:46.235 |  Дякую.
SPEAKER_16 | 0:9:47.973 --> 0:9:57.963 |  Пацани! Пацани, йдемо! Що, сіни, пішли? А тут треба пригнутися.
SPEAKER_27 | 0:10:3.245 --> 0:10:5.489 |  – Де такого друга взяв? – Це дівчинка.
SPEAKER_15 | 0:10:5.978 --> 0:10:6.653 |  Трофій.
SPEAKER_27 | 0:10:7.312 --> 0:10:9.691 |  Ділаємо вилазки напередок. Зараз ми, типу, в тилу, так?
SPEAKER_15 | 0:10:16.643 --> 0:10:17.453 |  Йдіть на прийомі.
SPEAKER_06 | 0:10:18.618 --> 0:10:21.605 |  Там є якась діжуха у новому терміналі. У цьому далеко?
SPEAKER_18 | 0:10:22.516 --> 0:10:28.540 |  Недалеко від виходу. Підтягуємося. Плюс. Ну що, розв'язуємося?
SPEAKER_14 | 0:10:32.506 --> 0:10:39.712 |  Так, стоп. Зброю у всіх є. У мене гранати. Так, ви двоє лишайтесь тут. Бог війни за мною.
SPEAKER_04 | 0:10:49.94 --> 0:10:49.752 |  Держу.
SPEAKER_14 | 0:10:57.616 --> 0:11:1.160 |  Ходи! Твою мать, я ж не казав лишитись. Чого я маю тебе вислухати?
SPEAKER_05 | 0:11:1.227 --> 0:11:1.936 |  Аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_14 | 0:11:5.750 --> 0:11:6.627 |  Уходи наші йдуть.
SPEAKER_23 | 0:11:9.243 --> 0:11:17.967 |  Звичайно, наші. Карат! Ти! Ти! Я! Прикриваю! Пішли, хлопці!
SPEAKER_13 | 0:11:28.345 --> 0:11:29.206 |  І що сталося, хлопці?
SPEAKER_05 | 0:11:30.455 --> 0:11:33.458 |  Не знаю, вони з нашими нашивками в тупую підійшли.
SPEAKER_04 | 0:11:33.863 --> 0:11:35.180 |  Тебе окропські нашивки спугали?
SPEAKER_05 | 0:11:35.264 --> 0:11:41.423 |  Ну, йди туди самі, гумористе. Читаєш мої думки. Скільки їх там? Чоловік двадцять. Та ні. На пану Мечу.
SPEAKER_10 | 0:11:41.761 --> 0:11:42.554 |  Такі частині.
SPEAKER_05 | 0:11:42.942 --> 0:11:55.970 |  На другому. У нас тут дьюти-фрі. Слухай, це ніколи не був дьюти-фрі. Не місце казати, там місце дешеве. Леша, пацани у нас не зрозуміли. А все ми зрозуміли. Хлопчики, відложіть дяді Колі гранатку. А я вам потім поверну.
SPEAKER_14 | 0:11:57.168 --> 0:11:59.378 |  Ну що, Хід, продовжимо екскурсію?
SPEAKER_17 | 0:11:59.935 --> 0:12:1.640 |  Або я бачу настоячих туристів.
SPEAKER_04 | 0:12:8.609 --> 0:12:23.493 |  Пішли, пішли, пішли. Давай, ти вперед, я прикриваю, зрозуміло? Ти в Counter-Strike грав? Ну, той самий, гра така, не боїться. Пройдеш в перший рівень, потім перейдеш на наступний, зрозуміло? Давай, не боїться. Все. Роботаємо, давай, давай!
SPEAKER_23 | 0:14:49.57 --> 0:14:58.608 |  Ей, слепарня, на перший, другий розраховується? Трешки, то там суд зауб'ємся-то. Лучовик нам давай!
SPEAKER_04 | 0:14:59.266 --> 0:15:1.207 |  Хер, ми їх тепер відтуди викинуємо.
SPEAKER_14 | 0:15:8.817 --> 0:15:10.370 |  Хлопці, ми візьмемо, будь ласка.
SPEAKER_08 | 0:15:10.808 --> 0:15:13.120 |  Візьміть три ящики на шестеро.
SPEAKER_14 | 0:15:12.57 --> 0:15:13.19 |  На шестеро.
SPEAKER_08 | 0:15:13.728 --> 0:15:16.934 |  Я суботу ж лежать. Плюс.
SPEAKER_17 | 0:15:19.702 --> 0:15:23.549 |  Пацани, а йдемте красивою дорогою, я вам ще щось покажу.
SPEAKER_08 | 0:15:27.211 --> 0:15:29.67 |  Дякуємо.
SPEAKER_07 | 0:15:45.773 --> 0:15:46.448 |  Свої.
SPEAKER_04 | 0:15:52.456 --> 0:16:7.238 |  Ти чого? Я з вами. Плюс? Давай. Ти їх більше не пугай. Після, коли стрибнеться. Скучали, мужик?
SPEAKER_17 | 0:16:18.747 --> 0:16:25.295 |  Давайте-давайте. Ну от.
SPEAKER_04 | 0:16:26.37 --> 0:16:35.487 |  Ого! Ха! А що це, подарунок за гарне поведіння? Ну так, від Бога аеропорту. Покататися дадите, а?
SPEAKER_17 | 0:16:35.639 --> 0:16:38.508 |  Легко, тільки дорога в один кінець.
SPEAKER_16 | 0:16:39.605 --> 0:16:40.482 |  Ми будемо іміновані.
SPEAKER_17 | 0:16:41.22 --> 0:16:49.595 |  Ну так, сепари попросили його в обмін на пленника, я такий, ну приходіть, забирайте, вони чогось відморозилися.
SPEAKER_18 | 0:16:50.962 --> 0:16:58.370 |  А тепер на вишку, чоловіки. Відтоді ви зможете спостерігати прекрасний панорамний вигляд на окресності.
SPEAKER_24 | 0:17:0.580 --> 0:17:11.262 |  Там по території повно двохсотих. Але туди не дійдеш, візьмуть. У них снайпера працюють красиво. От глянь, туди ліворуч.
SPEAKER_10 | 0:17:11.566 --> 0:17:13.878 |  А туди поскочити, там не подивляється.
SPEAKER_24 | 0:17:14.300 --> 0:17:14.975 |  Адолісус, мови.
SPEAKER_14 | 0:17:14.975 --> 0:17:17.793 |  Та як? Та нікуди ти не підеш.
SPEAKER_10 | 0:17:20.594 --> 0:17:22.130 |  А як я без зброї воювати буду?
SPEAKER_14 | 0:17:22.349 --> 0:17:26.888 |  А от треба було раніше торгуватися, а зараз чекай реальну нагоду.
SPEAKER_10 | 0:17:27.648 --> 0:17:29.116 |  На щастя ти не мій, командир.
SPEAKER_14 | 0:17:29.808 --> 0:17:31.495 |  Твій командир сказав би тобі те саме.
SPEAKER_10 | 0:17:31.900 --> 0:17:35.883 |  Так. Я чув, що всі поразки цієї війни через позорне командування.
SPEAKER_27 | 0:17:43.510 --> 0:17:47.341 |  Ну що, хлопці, кінець екскурсії. Давай на базу.
SPEAKER_04 | 0:17:49.366 --> 0:18:5.245 |  Я в цьому терміналі в 2011-му був, або в 2012-му. Коли євро було? В 2012-му. Так, значить я був в 2011-му. Новий, поки будували, а працював цей. Так я тут в барі москвичку зняв. Москальку? Та ти не патріот, суботу. Та ні, вона нормальна.
SPEAKER_18 | 0:18:4.604 --> 0:18:5.93 |  До зустрічі!
SPEAKER_04 | 0:18:5.380 --> 0:18:6.393 |  У нього задержка була.
SPEAKER_18 | 0:18:7.439 --> 0:18:11.995 |  Роковий чоловік, задержка від одного лише огляду.
SPEAKER_04 | 0:18:12.518 --> 0:18:19.910 |  Придурки, рейс задержували. Ми з ним в барі купили баклагу води, два стакани і під столом вискар розливали.
SPEAKER_20 | 0:18:20.483 --> 0:18:37.797 |  Культурні люди. Віскі – це такий кон'як по цвєті. Старий, ти взагалі з якого ПГТ? Я з Миргорода, це місто. І віскі не пробував? У нас мінеральна вода, 60 градусів на кожній кухні.
SPEAKER_10 | 0:18:41.948 --> 0:18:45.340 |  Ну, юж мать, місяць прошу кришку, місяць!
SPEAKER_06 | 0:18:45.560 --> 0:18:50.487 |  Раду Тфаніксу, Раду Тфаніксу, це тебе? Та обидві, блядь, а то вам за все. Плюс.
SPEAKER_04 | 0:18:55.280 --> 0:18:58.655 |  – Де взяв? – Трофей. – Коли ти встиг?
SPEAKER_01 | 0:18:58.975 --> 0:19:7.598 |  Пацани, а чого ви там жметеся? Вон, йдіть за нормальним столом. Йдемо. Послідуйте.
SPEAKER_20 | 0:19:16.19 --> 0:19:20.255 |  Тут взагалі сухий закон, без маскарпи теж в барі було не можна.
SPEAKER_14 | 0:19:21.419 --> 0:19:22.246 |  Давай, запашити.
SPEAKER_04 | 0:19:23.275 --> 0:19:23.782 |  Ходько-мобільний.
SPEAKER_14 | 0:19:24.727 --> 0:19:25.368 |  Нагулявся.
SPEAKER_10 | 0:19:30.920 --> 0:19:32.422 |  Дозвольте звернутися, товариш командир.
SPEAKER_06 | 0:19:33.248 --> 0:19:33.822 |  Дозволяю.
SPEAKER_10 | 0:19:38.497 --> 0:19:43.357 |  Доброволець Антон Ясинський з позивним «Мажор» прибув у ваше розпорядження. Чекаю наказів і завдань.
SPEAKER_06 | 0:19:45.736 --> 0:19:46.698 |  В армії служив.
SPEAKER_10 | 0:19:49.364 --> 0:19:51.35 |  проходив трьохтижневий вишкіл у Десні.
SPEAKER_06 | 0:19:51.524 --> 0:20:18.457 |  Ясно, іди до своїх по вечері, ми вам зараз усе розкажемо. Так точно. Як тобі хлопчик, наче з характером? Ага, дівчат вигулювать. Може до себе взяти? Ні, ні, не треба. Вільно, вільно. Смачного хлопця.
SPEAKER_17 | 0:20:18.777 --> 0:20:19.452 |  Дякую.
SPEAKER_06 | 0:20:20.397 --> 0:20:43.938 |  Так, новоприбулі. Хочу подякувати вам за перший день служби. Тепер щодо вашого подальшого перебування. Ваша позиція – новий термінал. Ух ти. І найголовніше, ви поступаєте під командування серпня. Відтепер він ваш Бог і начальник. Питання? Ні, все ясно.
SPEAKER_14 | 0:20:56.712 --> 0:21:21.772 |  А сьогодні чергуємо тут? Чергування таким чином. З 12 до 2. Субота, Старий. З 2 до 4. Марс. І мажор. З 4 до 6 я. В 6 тут загальний збір, висуваємося на новий термінал.
SPEAKER_04 | 0:21:23.20 --> 0:21:23.527 |  Так точно.
SPEAKER_01 | 0:21:30.935 --> 0:21:31.508 |  Субтитрувальниця Оля Шор
SPEAKER_14 | 0:21:36.183 --> 0:21:37.10 |  Можна тобі не ходити?
SPEAKER_04 | 0:21:43.726 --> 0:21:50.392 |  Нам би ще льда. А на що м'яко? Високий солдат треба. О, пацани, є льод в морозилі?
SPEAKER_20 | 0:21:51.421 --> 0:21:55.488 |  Звісно, ёпт. Це ж морозилка. Подержите, пацани.
SPEAKER_04 | 0:22:12.987 --> 0:22:14.692 |  Гід новикова хіра?
SPEAKER_10 | 0:22:16.868 --> 0:22:22.893 |  Нічого, секунд! Вам скільки ще треба? Аеропортів? Чорнобилів? Не все ще пропили, шановні!
SPEAKER_22 | 0:22:43.75 --> 0:23:9.97 |  Марс. Слухай, Марс. Ти не парься. Це одні з перших двохсотих. Ми думали, зможемо їх на когось поміняти. Але вони нафіг нікому не потрібні. Ось так і лежать. Морозяться. Що ти відчуваєш?
SPEAKER_07 | 0:23:11.915 --> 0:23:19.913 |  Коли що? Людей вбиваєш.
SPEAKER_22 | 0:23:30.865 --> 0:23:32.317 |  Але я не думаю, що вони люди.
SPEAKER_07 | 0:23:36.805 --> 0:23:49.968 |  Навіть, коли близько бачиш. Радуюсь. Радуюсь, що мене не вбили. А коли перший раз це було?
SPEAKER_14 | 0:23:52.583 --> 0:23:53.39 |  Як це?
SPEAKER_11 | 0:23:58.68 --> 0:24:6.640 |  Чого ти пристанеш? Чого ти пристанеш? Чого ти до мене пристанеш, а? Вб'єш, розумієш, ясно? Вб'єш!
SPEAKER_00 | 0:24:5.662 --> 0:24:6.134 |  У-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-ю-
SPEAKER_25 | 0:24:6.134 --> 0:24:6.623 |  Мааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_00 | 0:24:8.108 --> 0:24:18.908 |  Вбивать буду, сука, вбивать. В мене Вадіка, однокласника, місяць тому ховались. Ми з ним... Ми з ним мріяли поїхати в Тайланд наступного літа.
SPEAKER_02 | 0:24:20.731 --> 0:24:24.697 |  Прийшли на нашу землю, суки! Тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо,
SPEAKER_00 | 0:24:22.385 --> 0:24:24.916 |  Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо! Тихо!
SPEAKER_02 | 0:24:24.916 --> 0:24:25.928 |  Дивися, спокійся.
SPEAKER_22 | 0:24:25.928 --> 0:24:52.51 |  Сука, тихо, Марс, Марс, шшш, вб'єш, вб'єш, вб'єш. Не, ну, він втонув у тебе, звісно. Нормал? Плюс? Давайте спати, а?
SPEAKER_10 | 0:25:4.640 --> 0:25:9.922 |  Четверта ранку.
SPEAKER_07 | 0:25:43.739 --> 0:25:46.625 |  – Ти куди? – В туалет.
SPEAKER_03 | 0:26:13.34 --> 0:26:14.485 |  Не пустерігай, я зараз.
SPEAKER_08 | 0:26:25.927 --> 0:26:31.850 |  Сука! Хлопці, хлопці, не стріляти! Не стріляти! Це наш ідеон! Наш!
SPEAKER_14 | 0:26:59.356 --> 0:27:17.632 |  Один з вас в перший же день порушив мій наказ. Мабуть, його мотивація бути тут відрізняється від моєї. Тому я дуже хочу від вас почути вашу мотивацію. Тому що я ненавиджу.
SPEAKER_02 | 0:27:20.62 --> 0:27:31.975 |  Кого? Тих, хто вбиває наших хлопців, хто повершує кордони. Усіх цих п'ять виладків, які...
SPEAKER_14 | 0:27:31.975 --> 0:28:5.287 |  Кіп наїхали. Це люди? Росіяника дивіться, не знаю. А ти в курсі, що серед них є українці? Які в мене українці? Українці Україну люблять. А ти любиш? Я? Люблю. Всю? А за шо? А як за шо? Ні-ні, просто це абстрактне таке питання. Всю Україну любити можна не любити, але жінку ти ж свою за щось конкретне любиш.
SPEAKER_20 | 0:28:5.489 --> 0:28:15.833 |  Ну, жінкою якраз абстрактно, ну нема за що, вона в мене стара і лайлива, хіба що за борщ.
SPEAKER_14 | 0:28:16.373 --> 0:28:25.283 |  Так борщте конкретно на Україну, за що? Природу нашу люблю.
SPEAKER_28 | 0:28:25.823 --> 0:28:26.93 |  Так.
SPEAKER_14 | 0:28:26.937 --> 0:28:30.245 |  Привода гарна. Садок вийшов навколо хати.
SPEAKER_26 | 0:28:32.84 --> 0:28:32.557 |  Ну, так.
SPEAKER_14 | 0:28:33.603 --> 0:28:45.27 |  Він у тебе є. Батьків моїх був. А дороги наші любите?
SPEAKER_04 | 0:28:45.27 --> 0:28:45.398 |  Любіть!
SPEAKER_14 | 0:28:46.192 --> 0:29:2.813 |  Правильно, їх нема, зажорювати, бо їх нема. Бо їх нема. Садка нема, дороги жахливі. Природа гарна. В Чорнобильській зоні. Так за що ж ми воюємо? Коли бачу...
SPEAKER_20 | 0:29:4.501 --> 0:29:37.846 |  Яке все нещасне. Так обідно стає. Чого ж нам життя не дають? То влада, то сусідня держава. Коли я представлю, що кордон з Росією може бути під Полтавою, то в мене таке відчуття, що в мене зараз інсульт схватить. Я чути не можу цих брехнів про братські народи, коли один народ диктує, що робить іншому. Комедіти воюють.
SPEAKER_14 | 0:29:40.40 --> 0:29:50.13 |  Діти, коли мій син. І я довжин. Я повинен бути.
SPEAKER_20 | 0:29:59.513 --> 0:30:1.420 |  І садок у мене є.
SPEAKER_28 | 0:30:5.386 --> 0:30:5.774 |  Ясно.
SPEAKER_14 | 0:30:8.677 --> 0:30:9.267 |  Ой, неясно.
SPEAKER_28 | 0:30:11.326 --> 0:30:11.630 |  Так.
SPEAKER_04 | 0:30:14.245 --> 0:30:22.480 |  Я, я військовий, я присягу давав. Мені цього достатньо.
SPEAKER_14 | 0:30:26.986 --> 0:30:44.671 |  Мені — ні. Мені не достатньо просто виконувати накази на цій війні. На цій війні треба думати, любити, відчувати несправедливість. Він старий, він відчуває несправедливість. Тому тут. І це — сильніший мотив.
SPEAKER_04 | 0:30:46.561 --> 0:30:49.649 |  Я теж відчуваю.
SPEAKER_14 | 0:30:53.41 --> 0:31:31.263 |  Ми ж б'ємося не тільки з росіянами-кадировцями, і з нашими українцями теж. Оце жахливо. Ми мусимо бути тут. Мусимо думати, як це сталося, хто в цьому винен. Мусимо вивчати, знати історію, аналізувати свої помилки. Якщо ми тут, значить згодні розплачувати за минуле, захищати теперішнє і нести відповідальність за майбутнє.
SPEAKER_16 | 0:31:34.47 --> 0:31:38.924 |  Серпінь, а візьми мене в свою групу.
SPEAKER_14 | 0:31:43.92 --> 0:31:49.32 |  Тобі — нашим. Я люблю...
SPEAKER_04 | 0:31:49.32 --> 0:31:49.505 |  Україну.
SPEAKER_25 | 0:31:51.445 --> 0:31:51.968 |  Субтитрувальниця Оля Шор
SPEAKER_04 | 0:31:54.466 --> 0:31:57.757 |  Пропаганда в дійсності. Придурки.
SPEAKER_01 | 0:33:5.982 --> 0:33:6.944 |  Пойду осмотрюсь.
SPEAKER_15 | 0:33:8.918 --> 0:33:10.370 |  — Так. — Давай.
