SPEAKER_09 | 0:0:57.963 --> 0:1:4.763 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 0:9:46.403 --> 0:10:10.197 |  Це ж скоро сорок днів буде. Ти мамі з поминками будеш допомагати? Лєнка! Ти що робиш? Я шо? Он гнида мала уплівся за нами. Настя, ти шо больна на голову, це дитина. Ой, караніта. Так, дівки, коротше. Щас малого відправляємо назад, а сім'ї йдем до швами. Так, Вадік, давай іди. Давай, Вадік, іди. До дому, до дому, до дому, до дому, до дому. До дому іди, давай, давай, давай.
SPEAKER_07 | 0:10:6.704 --> 0:10:10.163 |  Додому, додому, додому іди. Давай, давай, давай.
SPEAKER_09 | 0:10:18.770 --> 0:10:19.23 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:10:25.756 --> 0:10:27.308 |  Ні, ні, ні, мамус.
SPEAKER_09 | 0:11:33.880 --> 0:11:35.365 |  А остаток нічого не скажеш.
SPEAKER_01 | 0:11:35.399 --> 0:11:35.872 |  Нормально.
SPEAKER_13 | 0:11:36.23 --> 0:11:38.65 |  Нічого я не скажу, просто поїду.
SPEAKER_07 | 0:11:38.65 --> 0:11:38.318 |  Субтитрувальниця Оля Шор
SPEAKER_01 | 0:11:39.500 --> 0:11:40.242 |  Ти будеш мешати.
SPEAKER_07 | 0:11:41.120 --> 0:11:42.470 |  Як же мені такого чути?
SPEAKER_14 | 0:11:56.358 --> 0:12:0.475 |  Шран, давай поїдемо, я тебе прошу. Там, де немає ні бабу, ні маму, ми не візьмемося.
SPEAKER_11 | 0:11:59.58 --> 0:12:1.66 |  Та я ж сказав, що поїду. На, що ти мене пили?
SPEAKER_14 | 0:12:1.589 --> 0:12:2.332 |  Тихо, тихо.
SPEAKER_07 | 0:12:2.332 --> 0:12:9.183 |  Ну-ка, ніхто ніколи не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не прийде, ніхто не при
SPEAKER_14 | 0:12:16.169 --> 0:12:18.532 |  Там, де моя нервота твоя, ніби аденько.
SPEAKER_07 | 0:12:19.223 --> 0:12:23.476 |  Куди я? Чого ж? Поїхали на море. Поїхали.
SPEAKER_04 | 0:12:27.205 --> 0:12:29.534 |  Я повернуся з Харкова і поїду до вас туди.
SPEAKER_09 | 0:12:57.749 --> 0:13:25.559 |  Аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_07 | 0:13:32.714 --> 0:14:25.77 |  Я буду вдома з тобою трахатися, бо що ти? Ти і я вдома, чуєш? Ти і я вдома, чуєш? Ти і я вдома, чуєш? Ти і я вдома, чуєш? Ти і я вдома, чуєш? Ти і я вдома, чуєш? Ти і я вдома, чуєш? Ти і я вдома, чуєш? Ти і я вдома, чуєш? Ти і я вдома, чуєш? Ти і я вдома, чуєш? Ти і я вдома, чуєш? Далі, Далі, Далі, Далі, будеш підходити і вирати мене, коли захочеш, коли захочеш, будеш вирати мене, будеш вирати мене, на пляжі будемо.
SPEAKER_14 | 0:14:24.233 --> 0:14:24.706 |  Да, блядь!
SPEAKER_07 | 0:14:25.668 --> 0:14:40.130 |  Держи, держи. Є стенджер. Чуєш, тільки ти йому, тільки ти йому. Держи. Держи, держи, держи.
SPEAKER_27 | 0:14:57.308 --> 0:14:59.637 |  Здравствуй, конячко.
SPEAKER_09 | 0:15:0.903 --> 0:15:1.949 |  Ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха
SPEAKER_27 | 0:15:17.525 --> 0:15:22.165 |  Кунячко, побудь зі мною!
SPEAKER_11 | 0:15:43.850 --> 0:16:24.923 |  Тихти ж безсовісно. Ми з Іркою чуть інфаркту не отримали. Шукали вас. Завтра поїдеш до мамки. А звідки я сама залишуся? Там Тамарка одна загибається, готується до поминок, а тут… Щоб мені сусіди говорили, що моя онука – преститутка. Вітка, іди лягай спати. Я сказала, іди спати, лягай. Кинь конячку, іди лягай спати. Давай. Ще сестру двоюрідну проти мене настроює. Добре, що не бачить тебе батько покійний. Пішла спати. Іди спати лягай. Очі йому би випикали від сорому.
SPEAKER_27 | 0:16:30.863 --> 0:16:31.927 |  Ох, як я м'як сіху!
SPEAKER_11 | 0:16:33.142 --> 0:16:43.739 |  Всім відпсиховування, а не до тонірвіжки поверехти. Треба бути поспокійнішими, треба вгадати людям. Інакше ти нічого не отримаєш. Стій!
SPEAKER_06 | 0:17:34.195 --> 0:17:53.703 |  Санко! Санко, стій! Не стій, Санко! Рак! Рак! Рак! Модман! Модман! Модман! Пусти! Пусти! Пусти, дієм! Дієм!
SPEAKER_07 | 0:18:8.114 --> 0:18:12.991 |  Дякую, дякую.
SPEAKER_09 | 0:18:14.965 --> 0:18:15.235 |  Дякую!
SPEAKER_07 | 0:18:15.235 --> 0:18:15.539 |  Дякую!
SPEAKER_09 | 0:18:15.539 --> 0:18:16.12 |  Субтитрувальниця Оля Шор
SPEAKER_03 | 0:18:24.10 --> 0:18:26.963 |  О, Ніді! Козіш, встань!
SPEAKER_25 | 0:18:33.89 --> 0:18:33.578 |  Привіт!
SPEAKER_13 | 0:18:39.282 --> 0:18:45.256 |  Візьми мене з собою, будь ласка. Я не буду тобі заважувати пранк.
SPEAKER_26 | 0:18:48.563 --> 0:19:7.852 |  Я тебе прошу, візьми мене з собою, будь ласка, я буду тобі запрошувати, правда. Візьми мене з собою, будь ласка. Він мене не може. Я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу
SPEAKER_09 | 0:19:6.198 --> 0:19:6.873 |  Хе-хе-хе.
SPEAKER_26 | 0:19:9.269 --> 0:19:10.197 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 0:19:15.648 --> 0:19:48.31 |  Опа, дивіться, спокійно, тихо, в чому справа? Твоя мала? Моя, що? Нічого, красива. Я знаю, мені теж подобається. А оце що? Де взяв? В Афганістані служив. В Афганістані служив? А де саме? Косово, може, Хуйосово, а? Настояще.
SPEAKER_03 | 0:19:48.571 --> 0:19:53.26 |  Стоять ще раз. А можна я потрогаю? Да, не треба, не треба. Ну, будь ласка.
SPEAKER_22 | 0:19:53.26 --> 0:20:4.602 |  Ну, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь лас
SPEAKER_03 | 0:20:0.29 --> 0:20:5.193 |  Планочний урок прострав все. Папки, сім'ю і Вадимкини.
SPEAKER_22 | 0:20:5.193 --> 0:20:6.712 |  Деньги, звісно.
SPEAKER_03 | 0:20:6.290 --> 0:20:7.758 |  Я так розумію.
SPEAKER_22 | 0:20:7.218 --> 0:20:18.862 |  Я так розумію, що нам треба приїхати його, прихвати, трошки пощекотати. Ну, без макрухи, бо Вадимка крашувати не можна. Він вже робив останні китайські. Угу, без макрухи. Ага.
SPEAKER_03 | 0:20:19.486 --> 0:20:20.363 |  Шлях!
SPEAKER_22 | 0:20:19.925 --> 0:20:20.583 |  Так, звісно.
SPEAKER_03 | 0:20:22.372 --> 0:20:22.793 |  Дякую.
SPEAKER_04 | 0:20:24.143 --> 0:20:25.679 |  А нахєр ти п'єш, а з тобі хуйово?
SPEAKER_03 | 0:20:26.84 --> 0:20:31.990 |  — Я старий-то, я ж власний. — Чому ви мене одразу качаєш? — Пішли. — Зараз, я зараз. — Зараз, підійшли. — Пішли.
SPEAKER_04 | 0:20:29.307 --> 0:20:29.645 |  Увага на екран!
SPEAKER_22 | 0:20:30.708 --> 0:20:39.770 |  Пішли! Дівчата, пана! Мене звати Костя. Ніколай.
SPEAKER_18 | 0:20:50.182 --> 0:20:50.789 |  Колекція?
SPEAKER_16 | 0:20:52.392 --> 0:20:52.949 |  Чучу.
SPEAKER_18 | 0:20:53.995 --> 0:20:54.670 |  Слава Богу!
SPEAKER_13 | 0:21:0.188 --> 0:21:1.960 |  Чого ти такий злимий? Чи ти мені не радий?
SPEAKER_04 | 0:21:2.973 --> 0:21:9.183 |  Бо я не радий. Скажи, нахер ти приїхав? Мені нема чим зайнятися, як тебе караули тут здають.
SPEAKER_14 | 0:21:9.520 --> 0:21:13.418 |  А що мені треба було робити? Після того, що сталося, до баби повертатися чи що?
SPEAKER_04 | 0:21:13.148 --> 0:21:16.85 |  Дада, баба, ми з тобою договорились. Про що ми, блядь, з тобою договорились?
SPEAKER_14 | 0:21:16.85 --> 0:21:16.490 |  Скажи, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь ласка, будь л
SPEAKER_04 | 0:21:16.490 --> 0:21:18.8 |  Ти могла б пару днів потерпіти?
SPEAKER_14 | 0:21:17.772 --> 0:21:20.33 |  Ну не могла я пару днів потерпіти, розумієш?
SPEAKER_04 | 0:21:19.510 --> 0:21:20.978 |  Шо, обламалася?
SPEAKER_19 | 0:21:20.978 --> 0:21:24.421 |  Де нахуй? А шо таке? Шо таке, малий?
SPEAKER_08 | 0:21:24.792 --> 0:21:29.821 |  Йди сюди, іди сюди, іди сюди, іди сюди.
SPEAKER_09 | 0:21:31.610 --> 0:21:32.150 |  Ха-ха-ха!
SPEAKER_08 | 0:21:31.677 --> 0:21:31.964 |  Субтитрувальниця Оля Шор
SPEAKER_09 | 0:21:32.335 --> 0:21:34.40 |  Ха-ха-ха!
SPEAKER_08 | 0:21:32.757 --> 0:21:33.27 |  Ні.
SPEAKER_09 | 0:21:38.697 --> 0:21:51.792 |  Аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_08 | 0:22:3.217 --> 0:22:3.757 |  А що це?
SPEAKER_12 | 0:22:3.757 --> 0:22:7.418 |  Тю-тюля! Тю-тюля, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, ух, у
SPEAKER_28 | 0:22:5.292 --> 0:22:7.942 |  Ти ще раз! Ти ще раз, Роман Іванович!
