SPEAKER_23 | 0:1:19.6 --> 0:1:19.462 |  Субтитрувальниця Оля Шор
SPEAKER_18 | 0:6:49.199 --> 0:6:56.168 |  Обережно, Хамлова. Ти як? Ти як кажеш? Як ти кажеш? Коля!
SPEAKER_17 | 0:6:56.506 --> 0:6:58.885 |  Хлопці, краще на чемпіонаті.
SPEAKER_30 | 0:6:58.92 --> 0:6:59.375 |  Вау!
SPEAKER_00 | 0:6:59.375 --> 0:6:59.813 |  Дивіться.
SPEAKER_30 | 0:6:59.813 --> 0:7:1.79 |  Ходи, пішли!
SPEAKER_00 | 0:6:59.830 --> 0:7:0.893 |  Не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не, не,
SPEAKER_30 | 0:7:2.7 --> 0:7:8.977 |  Довмаш їм уже, давай не пішли!
SPEAKER_24 | 0:7:8.690 --> 0:7:8.960 |  Дякую!
SPEAKER_26 | 0:7:8.960 --> 0:7:14.832 |  Аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_24 | 0:7:15.153 --> 0:7:16.98 |  Аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_26 | 0:7:15.338 --> 0:7:32.652 |  Рука! Рука! Боняки! Рука! Не підходь! Не підходь до мене!
SPEAKER_16 | 0:7:35.470 --> 0:7:38.862 |  Щоб знала з сучеб твоїм, що і на вас є його право.
SPEAKER_30 | 0:7:42.355 --> 0:7:47.452 |  Як ти, Коля? Я собі не вставлю її! Застанемо, давай вставай, пішли з'їдемо!
SPEAKER_09 | 0:7:48.818 --> 0:7:49.814 |  Норма, норма, норма.
SPEAKER_24 | 0:8:9.845 --> 0:8:10.435 |  Дякую!
SPEAKER_05 | 0:9:45.965 --> 0:9:47.78 |  Ну, розбережися з ним.
SPEAKER_06 | 0:9:52.816 --> 0:9:59.330 |  Вибачте, будь ласка. Може, водички вам?
SPEAKER_15 | 0:9:59.718 --> 0:10:0.89 |  Шо?
SPEAKER_06 | 0:10:1.135 --> 0:10:2.975 |  Може, водичка або щось запропонувати?
SPEAKER_24 | 0:11:41.221 --> 0:11:41.812 |  Субтитрувальниця Оля Шор
SPEAKER_13 | 0:12:46.696 --> 0:12:47.911 |  Дякую за мою радість.
SPEAKER_24 | 0:12:51.404 --> 0:12:53.92 |  Субтитрувальниця Оля Шор
SPEAKER_17 | 0:13:15.788 --> 0:13:19.940 |  Ей, якщо не хочеш застудитися, негайно вдягнись.
SPEAKER_10 | 0:13:26.150 --> 0:13:26.875 |  Чуєш, ні?
SPEAKER_24 | 0:14:15.222 --> 0:14:35.388 |  Субтитрувальниця Оля Шор
SPEAKER_02 | 0:14:43.336 --> 0:14:48.618 |  І що воно тут шукало? Річ тієї тут?
SPEAKER_09 | 0:14:54.676 --> 0:14:57.393 |  О, чорт. Зламав.
SPEAKER_24 | 0:15:6.202 --> 0:15:6.556 |  Дякую.
SPEAKER_17 | 0:15:16.310 --> 0:15:17.137 |  Чикаво.
SPEAKER_30 | 0:17:0.57 --> 0:17:0.698 |  Машина!
SPEAKER_06 | 0:17:8.73 --> 0:17:9.676 |  Чого ви за мною слідкуєте?
SPEAKER_10 | 0:17:10.351 --> 0:17:13.675 |  Слідкую я, ти вмісту і я вмісту.
SPEAKER_17 | 0:17:24.222 --> 0:17:43.426 |  Алло. Доброго дня, дайте, будь ласка, машину на Заміське шосе. Так, Заміське шосе, тридцятий кілометр, біля мотелю. Зрозуміло, через пів години. Велика Житомирська, 17. Хвилину. Ей!
SPEAKER_18 | 0:17:44.489 --> 0:17:48.370 |  Тобі в місто! Ти де живеш?
SPEAKER_04 | 0:17:51.188 --> 0:17:52.184 |  Квартира 10.
SPEAKER_18 | 0:17:53.483 --> 0:17:54.800 |  Адреса, чорт забирай!
SPEAKER_04 | 0:17:58.259 --> 0:17:59.693 |  Трілечка п'є вначе.
SPEAKER_17 | 0:18:0.790 --> 0:18:10.527 |  Ще одна адреса, Стрелецька, 15. А, дякую. Чекаю. Це ж треба. Зовсім поруч.
SPEAKER_24 | 0:18:37.325 --> 0:18:38.675 |  Уху!
SPEAKER_06 | 0:19:8.324 --> 0:19:9.742 |  Чому ви мені допомагаєте?
SPEAKER_17 | 0:19:13.117 --> 0:19:14.686 |  Я випадково розбив вашу окулярну.
SPEAKER_06 | 0:19:16.576 --> 0:19:17.99 |  Школа.
SPEAKER_17 | 0:19:19.276 --> 0:19:20.423 |  Не турбується, я заплачу.
SPEAKER_06 | 0:19:21.82 --> 0:19:21.908 |  Ще не треба.
SPEAKER_04 | 0:19:27.241 --> 0:19:27.848 |  Доброго ранку.
SPEAKER_17 | 0:19:28.827 --> 0:19:29.300 |  Наборона.
SPEAKER_04 | 0:19:29.198 --> 0:19:30.481 |  Що будемо замовляти?
SPEAKER_17 | 0:19:33.772 --> 0:19:34.582 |  Каву копчену.
SPEAKER_06 | 0:19:35.847 --> 0:19:36.539 |  Дякую.
SPEAKER_17 | 0:19:39.87 --> 0:19:40.32 |  Одну кавову миску.
SPEAKER_15 | 0:20:11.977 --> 0:20:12.787 |  Звичайно.
SPEAKER_18 | 0:20:16.128 --> 0:20:21.612 |  О, чорт! Ей, ей, ей, ви мене чуєте?
SPEAKER_06 | 0:20:33.391 --> 0:20:33.965 |  Хто ви?
SPEAKER_17 | 0:20:34.808 --> 0:20:35.534 |  Голова болить?
SPEAKER_06 | 0:20:37.863 --> 0:20:40.900 |  Болить. Де я?
SPEAKER_17 | 0:20:41.879 --> 0:20:55.767 |  В мотелі. Я можу довезти вас до міста, до вашого будинку. Чорт, все горить. Доведеться залишитися. Але мені треба…
SPEAKER_06 | 0:20:56.3 --> 0:20:58.771 |  Тільки таксисту доведеться заплатити, якщо ви залишаєтесь.
SPEAKER_17 | 0:20:58.957 --> 0:20:59.817 |  Ну, а так, звичайно.
SPEAKER_01 | 0:21:7.900 --> 0:21:8.896 |  Скільки можна чекати?
SPEAKER_17 | 0:21:10.938 --> 0:21:19.358 |  Добре, не шуми. Ми залишаємось. Трамань. – Пока. – Побувай.
SPEAKER_07 | 0:21:22.480 --> 0:21:30.850 |  Вибачте, а як ваша дружина? Я бачила, як ви несли її по сходах. Таких обличжя і не буває, постійно я на голову з нею бачу.
SPEAKER_17 | 0:21:30.850 --> 0:22:23.770 |  Ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, ні, Я бачу, у вас на сумці нетелефону, вдома, мабуть, хвилюєтесь ви. Зателефонуйте їм, скажіть, що ви скоро повернетеся.
SPEAKER_06 | 0:22:24.226 --> 0:22:29.18 |  Не хочу нікого турбувати, та й чоловіку вивіряти. Повернеться завтра ввечері.
SPEAKER_17 | 0:22:30.773 --> 0:22:33.271 |  Гаразд. Я буду в сусідньому номері.
SPEAKER_29 | 0:24:16.208 --> 0:24:23.26 |  – А Сташко помер? – Зовсім проста операція, так? Як же ти міг? Як ти міг?
SPEAKER_28 | 0:24:23.971 --> 0:24:33.438 |  А ти же, ти хрещенець! Вбився ти от хто! Будь ти проклятий! Вбився ти от хто!
SPEAKER_13 | 0:26:8.984 --> 0:26:11.296 |  Це ж треба.
SPEAKER_17 | 0:26:12.38 --> 0:26:12.511 |  норми.
SPEAKER_07 | 0:26:19.413 --> 0:26:21.623 |  Ти не уявляєш собі, як без нього важко.
SPEAKER_08 | 0:26:24.53 --> 0:26:38.870 |  Я не можу тоді поридати. Пустота, розумієш? Пустота. Та все. Все.
SPEAKER_17 | 0:26:39.292 --> 0:26:39.815 |  Пробачте.
SPEAKER_08 | 0:26:40.405 --> 0:26:40.709 |  Хвилю.
SPEAKER_17 | 0:26:41.452 --> 0:26:44.50 |  Замовте, будь ласка, таксі до міста за пів години.
SPEAKER_08 | 0:26:44.371 --> 0:26:46.8 |  Добре, не має проблем.
SPEAKER_17 | 0:26:46.379 --> 0:26:47.577 |  Є у вас які-небудь можливості?
SPEAKER_08 | 0:26:47.797 --> 0:26:48.843 |  Яблучоно-чорночний.
SPEAKER_17 | 0:26:49.248 --> 0:26:49.568 |  А, можливо.
SPEAKER_08 | 0:26:51.340 --> 0:26:53.534 |  Зараз, зараз, я знімаю.
SPEAKER_17 | 0:26:55.390 --> 0:26:58.40 |  Угу. Буду виїжджати, розрахуюся.
SPEAKER_07 | 0:26:58.563 --> 0:27:0.571 |  Добре, нема проблем.
SPEAKER_08 | 0:27:2.967 --> 0:27:7.490 |  Ой, та шо публіка знаєте, сама розумієш.
SPEAKER_17 | 0:27:11.219 --> 0:27:15.522 |  Добре, пропустили. Вип'єте морсу. Гей-гей, не все одразу.
SPEAKER_06 | 0:27:16.872 --> 0:27:20.197 |  Мені наснилося, що ви поїхали, а я не встигла подякувати.
SPEAKER_17 | 0:27:20.635 --> 0:27:26.643 |  Так, я їду. А ви можете залишатися до вечора. Вам треба підліжатися. Я оплатив номери таксі, яке для вас виключено.
SPEAKER_06 | 0:27:26.643 --> 0:27:29.714 |  Я їду з вами. І чоловік вже годину як має бути вдома.
SPEAKER_17 | 0:27:29.798 --> 0:27:30.727 |  А говорили – ввечері.
SPEAKER_06 | 0:27:31.942 --> 0:27:34.203 |  Та я погано себе почувала.
SPEAKER_17 | 0:28:11.362 --> 0:28:14.62 |  Послухайте, я ж навіть не знаю ваше ім'я.
SPEAKER_06 | 0:28:16.812 --> 0:28:17.892 |  А я вашу.
SPEAKER_17 | 0:28:20.677 --> 0:28:32.438 |  Я Олексій. У нас з вами взагалі все, не як у людей. Люди знайомляться при зустрічі, а ми з вами прощаючись, можна сказати.
SPEAKER_06 | 0:28:33.63 --> 0:28:33.923 |  Ми прощаємось.
SPEAKER_17 | 0:28:35.324 --> 0:28:45.719 |  Так, прощаємось. Вже час, ну, поки з вами ще чого-небудь не трапилось, то як вас звати?
SPEAKER_04 | 0:28:53.26 --> 0:28:53.617 |  Дякую, Анна.
SPEAKER_17 | 0:28:55.372 --> 0:28:55.827 |  Так.
SPEAKER_04 | 0:28:58.375 --> 0:28:59.405 |  Марія Анна.
SPEAKER_17 | 0:29:2.122 --> 0:29:3.556 |  Щодо нечого ще таких імен.
SPEAKER_06 | 0:29:6.695 --> 0:29:7.353 |  Вони є.
SPEAKER_17 | 0:29:10.171 --> 0:29:25.527 |  Якщо ви не проти, давайте поки спростимо. Будете Маріанна. До речі, ця подвійність, вона вам вичить.
SPEAKER_06 | 0:29:27.923 --> 0:29:34.589 |  Як казав один філософ, ця подвійність, як ви кажете, притаманна усім жінкам.
SPEAKER_17 | 0:29:38.251 --> 0:29:42.419 |  Так впевнено кажете, ніби ти філософ і сам вам сказав.
SPEAKER_06 | 0:29:47.937 --> 0:29:59.969 |  Може, мені і казах. Можна я посплю трохи?
SPEAKER_17 | 0:30:1.910 --> 0:30:2.737 |  Так, будь ласка.
SPEAKER_06 | 0:30:5.470 --> 0:30:8.255 |  Тільки висадіть мене, будь ласка, за квартал до будинку.
SPEAKER_17 | 0:30:9.402 --> 0:30:14.313 |  Не хочете, щоб ваш чоловік побачив вас з іншим? Спіть.
SPEAKER_13 | 0:31:2.407 --> 0:31:16.379 |  Ей, прокидайтеся, що? Приїхали. О, чорт, вона ж просила за пару будинків. А може це і не кращим? Ти не буду її, чекай, я прихвалюю.
SPEAKER_14 | 0:31:19.990 --> 0:31:20.530 |  Не буде.
SPEAKER_15 | 0:31:23.618 --> 0:31:24.614 |  Притримати будь ласка.
SPEAKER_17 | 0:31:51.479 --> 0:31:55.141 |  Віктор, це не важливо. Важливо те, що внизу в машині ваша хвора дружина.
SPEAKER_26 | 0:31:55.141 --> 0:31:56.103 |  Так, що ти сказав?
SPEAKER_17 | 0:31:56.2 --> 0:31:57.166 |  Ваша хвора дружина.
SPEAKER_26 | 0:31:56.137 --> 0:31:57.250 |  Ваша хвора дружина.
SPEAKER_17 | 0:31:57.706 --> 0:31:58.94 |  Дякую за перегляд!
SPEAKER_26 | 0:31:57.723 --> 0:32:4.422 |  Ваня, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся, хвилюйся
SPEAKER_29 | 0:32:5.165 --> 0:32:5.536 |  Так.
SPEAKER_26 | 0:32:5.536 --> 0:32:7.55 |  Тримай. Тримай його за руку.
SPEAKER_29 | 0:32:5.671 --> 0:32:7.207 |  Тримай його за руку.
SPEAKER_26 | 0:32:7.257 --> 0:32:8.472 |  Дякую за перегляд!
SPEAKER_29 | 0:32:7.544 --> 0:32:14.412 |  Натискай! Ні-ні-ні, це ж ми прямо в улічках! Ти бізаразі мочишся в ризку, дурень! Ти навіть двері не відкриваєш!
SPEAKER_15 | 0:32:34.527 --> 0:32:35.405 |  Як адреса така ж?
SPEAKER_06 | 0:32:35.725 --> 0:32:37.970 |  Артур, а де сестриницька п'ятнадцять?
SPEAKER_15 | 0:32:37.970 --> 0:32:38.375 |  Дякую за перегляд!
SPEAKER_26 | 0:32:39.725 --> 0:32:42.982 |  Пішла звідси! Пішла, я сказав! Валі!
SPEAKER_18 | 0:32:48.854 --> 0:32:50.778 |  На, тримай. Гадай, тут вистачить.
SPEAKER_30 | 0:32:52.651 --> 0:32:53.326 |  Дякую!
SPEAKER_18 | 0:33:14.453 --> 0:33:15.145 |  Я вже сказав.
SPEAKER_06 | 0:33:15.922 --> 0:33:18.48 |  Пішло, звідси! Я все поясню!
SPEAKER_18 | 0:33:18.250 --> 0:33:22.30 |  Як ти можеш пояснювати, я вже зрозумію. Йди! Пішла!
SPEAKER_31 | 0:34:3.222 --> 0:34:5.315 |  Олексій Андрійович, добрий ранок.
SPEAKER_17 | 0:34:5.652 --> 0:34:6.563 |  Хренодобрий Віктор.
SPEAKER_31 | 0:34:6.833 --> 0:34:7.930 |  До вас тут приходили.
SPEAKER_17 | 0:34:8.369 --> 0:34:8.723 |  Так.
SPEAKER_31 | 0:34:8.993 --> 0:34:12.402 |  Ваша подруга Жанна сказала, що не може бути.
SPEAKER_18 | 0:34:12.773 --> 0:34:26.240 |  Додзвонитись до вас. Хто б не питав, мене нема. А дівчина з вами? Яка ще дівчина? Послухай ти! Я не знаю, звідки ти взялася на мою голову, але я зробив для тебе все, що міг, і навіть більше!
SPEAKER_06 | 0:34:26.290 --> 0:34:28.535 |  Мене нікого нема в цьому світі, окрім вас.
SPEAKER_18 | 0:34:28.670 --> 0:34:31.100 |  Мене у тебе теж нема. Йди звідси, кажу!
SPEAKER_06 | 0:34:31.420 --> 0:34:31.775 |  Йди!
SPEAKER_19 | 0:34:42.406 --> 0:34:42.710 |  Дякую!
SPEAKER_00 | 0:34:46.777 --> 0:35:5.86 |  Дякую за перегляд!
SPEAKER_01 | 0:36:6.460 --> 0:36:12.856 |  Мужик, не проїду. Пропусти, будь ласка. Там що, твій?
SPEAKER_31 | 0:38:48.629 --> 0:39:25.349 |  Так, слухаю. Алло, Олексій, Олексій Юрійовичу, це я, Віктор. Тут ця, ну та, що з вами приходила, стоїть біля воріт. Так, шо, шо мені з нею робити? Стоїть тут, давно вже стоїть, стоїть і не йде. Голову підніме, гляне, далі стоїть. Гнати її.
SPEAKER_17 | 0:39:27.256 --> 0:40:15.687 |  Та хрін знею. Ти знав, що не позову до своєї. Ей! Тримай окуляр, тобі купили.
SPEAKER_06 | 0:40:16.396 --> 0:40:17.982 |  Але ж ви, дьопрі, моїх не знали.
SPEAKER_17 | 0:40:18.337 --> 0:40:20.952 |  Знав, знав, щоб чорна річ це все знав.
SPEAKER_06 | 0:40:22.640 --> 0:40:23.686 |  Дякую відмінно.
SPEAKER_17 | 0:40:26.217 --> 0:40:27.820 |  Так? Точно?
SPEAKER_06 | 0:40:28.883 --> 0:40:34.942 |  Відмінно, дуже добре. Що ви робите?
SPEAKER_17 | 0:40:35.583 --> 0:40:42.974 |  Окуляри з простим склом, без диоптри. Добре, бачиш, так? І вчора відмінно бачила. Хто ти така і на що?
SPEAKER_18 | 0:40:42.974 --> 0:40:44.172 |  що до мене прилипла.
SPEAKER_06 | 0:40:47.227 --> 0:40:51.952 |  Просто боялась залишитись сама. Що? Чесно.
SPEAKER_10 | 0:40:54.128 --> 0:41:1.604 |  Йди звідси, йди звідси!
SPEAKER_17 | 0:41:4.895 --> 0:41:14.24 |  Ходімо зі мною. Ходімо, ходімо. Ходімо. З'ясуємо, хто це там є без правди.
SPEAKER_23 | 0:41:32.536 --> 0:41:33.869 |  Ну все, може, таке робити.
SPEAKER_17 | 0:41:33.869 --> 0:41:34.1000 |  Доброго дня, Ірина Сергійовна.
SPEAKER_23 | 0:41:35.725 --> 0:41:57.393 |  Добрий день, Олексій Юрійович. Добрий день. Добрий день. Смачненький, не переживай. Ти своїй, своїй. Не переживай. Підібрала від Олафу. Я цю Олафу лікую, як можу.
SPEAKER_17 | 0:41:55.942 --> 0:41:56.600 |  Досить?
SPEAKER_15 | 0:41:56.600 --> 0:41:57.22 |  Дякуємо.
SPEAKER_17 | 0:42:2.253 --> 0:42:3.670 |  Так ти шо, по пташинам уцерінкаєш?
SPEAKER_06 | 0:42:5.138 --> 0:42:8.92 |  Пташка сказала, що народжена літа, де вона сидіть від пліці.
SPEAKER_17 | 0:42:8.513 --> 0:42:9.526 |  Щоб так і сказала, не?
SPEAKER_06 | 0:42:9.863 --> 0:42:12.530 |  Так, але пошепки, щоб хазяйка не почула.
SPEAKER_17 | 0:42:12.682 --> 0:42:14.437 |  Я б, мабуть, місяць краще помовчав би.
SPEAKER_06 | 0:42:14.757 --> 0:42:15.787 |  Добре, буду мовчати.
SPEAKER_17 | 0:42:15.922 --> 0:43:37.765 |  Щось слабо віриться в біди. Звучить музична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастична гімнастич Не була, заміжня не була, хотіла сказати другу, а вийшов чоловік. Ну, давай-давай, бреши далі.
SPEAKER_06 | 0:43:38.795 --> 0:43:51.333 |  Справа в тому, що кілька днів тому мій друг почав збиратися додому, до вашого міста і вирішив познайомити мене із своїми батьками.
SPEAKER_09 | 0:43:51.518 --> 0:43:52.767 |  О, дякую.
SPEAKER_06 | 0:44:2.302 --> 0:44:18.890 |  Нас повинен був зустріти його товариш, ми сиділи в кафе і раптом з машини товариша, яка під'їхала, вибігла якась білявка і кинулась в обійми до мого.
SPEAKER_17 | 0:44:19.919 --> 0:44:20.780 |  Суштюємо.
SPEAKER_06 | 0:44:21.370 --> 0:44:22.855 |  і почувся якийсь жах.
SPEAKER_17 | 0:44:23.615 --> 0:44:44.793 |  Хоча все жарко. Зараз ти скажеш, що твій оцей друг у тебе на очах, очах, пардон, лапа тобі ляпка, так?
SPEAKER_06 | 0:44:45.755 --> 0:44:55.998 |  Так, так і було, але жах боляв у іншому, що коли я влаштувала сцену,
SPEAKER_24 | 0:44:55.998 --> 0:44:56.487 |  Ммм.
SPEAKER_06 | 0:44:57.348 --> 0:45:10.190 |  то мій сів у машину з другом, з білявкою, і поїхав. А в машині була сумка, а в сумці був телефон, ключі.
SPEAKER_17 | 0:45:7.945 --> 0:45:8.384 |  Чуєш?
SPEAKER_24 | 0:45:8.384 --> 0:45:8.907 |  Субтитрувальниця Оля Шор
SPEAKER_06 | 0:45:10.527 --> 0:45:13.345 |  Документи... Документи...
SPEAKER_17 | 0:45:12.738 --> 0:45:13.987 |  Не розумію.
SPEAKER_06 | 0:45:13.987 --> 0:45:16.79 |  Я залишилася на…
SPEAKER_17 | 0:45:16.79 --> 0:45:17.615 |  Сама ви місці.
SPEAKER_06 | 0:45:18.526 --> 0:45:19.184 |  Все має.
SPEAKER_17 | 0:45:19.960 --> 0:45:36.751 |  Чужа мамичість. Браво, браво, браво. Один до одного, як в тому серіалі. Вигадай, вигадай, чого замовкла.
SPEAKER_06 | 0:45:40.261 --> 0:45:52.124 |  Ну, я ж не притомлююся. Але тягнулося, коли офіціант потряс мене за плече і довго димив.
SPEAKER_16 | 0:45:53.845 --> 0:45:54.470 |  Волинь.
SPEAKER_06 | 0:45:59.110 --> 0:46:9.792 |  І потім я йшла, йшла, йшла, й очамилася у воді, там, де ваза.
SPEAKER_17 | 0:46:13.758 --> 0:46:18.382 |  І? І зустріли мене, так?
